,spy,spy_lag1,sp500,nasdaq,dji,cac40,daxi,aord,hsi,nikkei,Price
32,1.0799859999999626,-1.970000999999968,-16.81005899999991,-93.33007800000087,-46.849608999997145,25.92968699999983,34.42968699999983,32.10009699999955,86.67968699999983,27.490234000000783,299.910004
33,-3.38998399999997,1.0799859999999626,8.56005899999991,59.030274000000645,99.27929700000459,12.080077999999958,-0.04980499999874155,16.89990300000045,-153.5292970000046,-4.851561999999831,300.98999
34,-3.75,-3.38998399999997,-35.899902999999995,-100.2397460000002,-364.8105470000046,-99.22021400000085,-249.1503900000007,-31.599609999999302,-16.511719000001904,179.41015600000173,297.600006
35,-5.7600100000000225,-3.75,-36.42016599999988,-134.14013700000032,-351.19921899999827,-10.599609999999302,-14.379882999999609,-24.800293000001147,-31.94921900000918,-123.90039099999922,293.850006
36,-2.17999199999997,-5.7600100000000225,-45.82983400000012,-233.08984400000008,-269.42968700000347,-73.36035100000026,-101.0302730000003,-25.799803999998403,-329.1503899999989,-189.6914059999981,288.089996
37,-1.5100100000000225,-2.17999199999997,-36.890135999999984,-18.82031200000074,-448.61132799999905,-131.4697269999997,-275.2392579999996,-135.5000000000009,503.8105460000006,259.7910159999992,285.910004
38,5.220001000000025,-1.5100100000000225,-2.530029999999897,-57.239745999999286,3.6015619999998307,-50.560058000000026,-68.17089900000065,-164.1000979999999,19.308594000001904,-31.509765999999217,284.399994
39,2.9599919999999997,5.220001000000025,37.56005899999991,174.31982400000015,272.2988280000027,7.209960000000137,-53.92968699999983,42.0,121.32031200000347,64.06054600000061,289.619995
40,-2.6199960000000146,2.9599919999999997,34.300048999999944,75.60009699999955,250.57031299999653,80.45019599999978,116.62011700000039,53.79980499999965,-339.6191409999992,-73.33007799999905,292.579987
41,-2.2200010000000248,-2.6199960000000146,-23.439941999999974,-89.69970699999885,-167.17968799999653,35.65966800000024,53.86035199999969,21.10009700000046,-44.75976599999922,22.75976499999888,289.959991
42,0.330016999999998,-2.2200010000000248,-26.350097000000005,-55.12011700000039,-281.02929700000095,-6.4497070000006715,-5.76074300000073,6.700195999999778,-255.31835999999748,-14.859375,287.73999
43,-3.1900019999999927,0.330016999999998,13.429931000000124,24.959960999999566,146.19921899999827,-69.45019599999978,-168.20996099999866,-22.0,-408.82031199999983,81.40039099999922,288.070007
44,1.6000060000000076,-3.1900019999999927,-47.949951000000056,-87.12988299999961,-520.830077999999,74.6000980000008,125.90039099999922,29.39990200000011,549.7207039999994,94.8398440000019,284.880005
45,5.709991000000002,1.6000060000000076,18.54003899999998,38.14990300000045,163.91992200000095,-92.64013700000032,-236.29003899999952,-186.70019500000035,249.25976499999888,-27.310546999997314,286.480011
46,-0.4200129999999831,5.709991000000002,48.739990000000034,177.83007799999996,341.890625,-20.27978499999972,-61.80957000000126,-4.89990299999954,297.03906299999653,71.87109399999827,292.190002
47,0.7100219999999808,-0.4200129999999831,5.530029999999897,-16.82031300000108,66.79882799999905,78.50976599999922,219.06933600000048,64.60009799999989,-25.0,128.59961000000112,291.769989
48,0.75,0.7100219999999808,3.030029000000013,27.709960999999566,58.5,30.459961000000476,32.06054600000061,76.89990200000011,109.5,-78.06054700000095,292.480011
49,-2.3099980000000073,0.75,8.899902000000111,21.72021500000119,126.28125,-3.560059000000365,-38.12011700000039,-54.79980400000022,-224.1894530000027,130.92968700000347,293.230011
50,-3.6500239999999735,-2.3099980000000073,-19.869873000000098,-95.14013700000123,-137.42968699999983,54.780274000000645,82.54980500000056,20.39990200000011,121.44921899999827,-64.40038999999888,290.920013
51,2.270019999999988,-3.6500239999999735,-44.37011699999994,-114.06982399999924,-308.16015699999843,-1.3999030000004495,49.27050799999961,21.29980499999965,358.33007799999905,-11.140625,287.269989
52,-3.3999939999999924,2.270019999999988,26.439941999999974,79.19970699999976,188.41015699999843,-103.25,-185.82031300000017,-83.29980499999965,-51.910155999998096,5.109375,289.540009
53,5.579985999999963,-3.3999939999999924,-31.859864000000016,-110.42968699999892,-301.4707039999994,39.689941999999974,18.849609999999302,34.60009799999989,-151.59960900000078,-39.57031199999983,286.140015
54,2.5,5.579985999999963,49.09008800000038,147.42968699999892,536.0996099999975,22.22998000000007,66.16015599999992,35.19970699999976,97.16992200000095,62.878906999998435,291.72000099999997
55,-3.6499939999999924,2.5,26.719970999999532,69.3803710000002,227.30078100000173,-13.080077999999958,-17.830077999999048,4.900390000000698,-286.91015600000173,-5.560547000000952,294.22000099999997
56,2.57000800000003,-3.6499939999999924,-28.080077999999958,-108.72021500000028,-278.1308590000008,92.60009799999989,163.45996100000048,92.5,-1.2792969999973138,43.580078000002686,290.570007
57,3.6499939999999924,2.57000800000003,15.659912000000077,43.37011800000073,103.73046800000157,31.830077999999958,89.69042900000022,-20.70019500000035,-18.470703999999387,70.47070299999905,293.140015
58,1.3800039999999854,3.6499939999999924,35.93017599999985,111.47998000000007,301.16015699999843,0.9296870000007402,-18.049804000000222,-4.0,848.0703129999965,285.6503899999989,296.790009
59,0.9700020000000222,1.3800039999999854,19.72998000000007,64.29003899999952,187.09960900000078,34.560058999999455,122.01953099999992,-17.39990200000011,2.669922000000952,-2.259764999998879,298.170013
60,-1.7800300000000107,0.9700020000000222,8.09985400000005,5.330077999999958,75.98046899999827,50.66992200000004,73.94042999999874,64.69970699999976,-82.37109300000157,103.859375,299.140015
61,1.1100159999999732,-1.7800300000000107,-17.419922000000042,-80.93017599999985,-60.40039099999922,22.47998000000007,28.099609000000783,31.900390000000698,-61.95898400000078,28.529296000000613,297.359985
62,2.779999000000032,1.1100159999999732,10.399902000000111,41.70019600000069,122.22070300000269,14.290039000000434,64.87011700000039,7.3999030000004495,-148.3007809999981,131.09960999999748,298.47000099999997
63,0.5299990000000321,2.779999000000032,27.67016599999988,114.89990200000011,269.26953199999843,-19.479980000000978,0.009765999999217456,-32.1000980000008,368.4199220000046,-1.4804689999982656,301.25
64,-1.940003000000047,0.5299990000000321,3.1298830000000635,-16.010254000001623,19.34960900000442,19.550293000000238,130.95996100000048,24.20019500000035,-196.34961000000112,80.45898500000112,301.77999900000003
65,0.10000600000000759,-1.940003000000047,-15.800048999999944,-68.92968699999892,-70.609375,27.520019000000502,57.56054699999913,13.5,198.17968699999255,53.730469000001904,299.839996
